@relation fire_vs_nofire
@attribute filename string
@attribute class {FIRE,NOFIRE}
@data
img_1759_nofire.jpg,NOFIRE
img_1766_nofire.jpg,NOFIRE
img_177_fire.jpg,FIRE
img_180_fire.jpg,FIRE
img_1837_nofire.jpg,NOFIRE
img_183_fire.jpg,FIRE
img_184_fire.jpg,FIRE
img_1851_nofire.jpg,NOFIRE
img_1859_nofire.jpg,NOFIRE
img_185_fire.jpg,FIRE
img_187_fire.jpg,FIRE
img_1880_nofire.jpg,NOFIRE
img_188_fire.jpg,FIRE
img_18_nofire.jpg,NOFIRE
img_190_fire.jpg,FIRE
img_1913_nofire.jpg,NOFIRE
img_1927_nofire.jpg,NOFIRE
img_192_fire.jpg,FIRE
img_1942_nofire.jpg,NOFIRE
img_1947_nofire.jpg,NOFIRE
img_1953_nofire.jpg,NOFIRE
img_1966_fire.jpg,FIRE
img_1968_fire.jpg,FIRE
img_196_fire.jpg,FIRE
img_200_nofire.jpg,NOFIRE
img_213_nofire.jpg,NOFIRE
img_226_nofire.jpg,NOFIRE
img_249_nofire.jpg,NOFIRE
img_258_nofire.jpg,NOFIRE
img_264_nofire.jpg,NOFIRE
img_278_nofire.jpg,NOFIRE
img_326_nofire.jpg,NOFIRE
img_34_nofire.jpg,NOFIRE
img_354_nofire.jpg,NOFIRE
img_359_nofire.jpg,NOFIRE
img_369_nofire.jpg,NOFIRE
img_38_nofire.jpg,NOFIRE
img_414_nofire.jpg,NOFIRE
img_41_nofire.jpg,NOFIRE
img_462_nofire.jpg,NOFIRE
img_483_nofire.jpg,NOFIRE
img_4_nofire.jpg,NOFIRE
img_527_nofire.jpg,NOFIRE
img_528_nofire.jpg,NOFIRE
img_52_nofire.jpg,NOFIRE
img_533_nofire.jpg,NOFIRE
img_536_fire.jpg,FIRE
img_538_fire.jpg,FIRE
img_539_fire.jpg,FIRE
img_542_fire.jpg,FIRE
img_545_fire.jpg,FIRE
img_547_fire.jpg,FIRE
img_54_nofire.jpg,NOFIRE
img_553_fire.jpg,FIRE
img_554_fire.jpg,FIRE
img_559_fire.jpg,FIRE
img_560_fire.jpg,FIRE
img_561_fire.jpg,FIRE
img_562_fire.jpg,FIRE
img_566_fire.jpg,FIRE
img_568_fire.jpg,FIRE
img_56_nofire.jpg,NOFIRE
img_570_fire.jpg,FIRE
img_573_fire.jpg,FIRE
img_574_fire.jpg,FIRE
img_575_fire.jpg,FIRE
img_576_fire.jpg,FIRE
img_579_fire.jpg,FIRE
img_582_fire.jpg,FIRE
img_585_fire.jpg,FIRE
img_586_fire.jpg,FIRE
img_587_fire.jpg,FIRE
img_588_fire.jpg,FIRE
img_589_fire.jpg,FIRE
img_590_fire.jpg,FIRE
img_592_fire.jpg,FIRE
img_595_fire.jpg,FIRE
img_596_fire.jpg,FIRE
img_598_fire.jpg,FIRE
img_602_fire.jpg,FIRE
img_604_fire.jpg,FIRE
img_605_fire.jpg,FIRE
img_608_fire.jpg,FIRE
img_610_fire.jpg,FIRE
img_615_fire.jpg,FIRE
img_616_nofire.jpg,NOFIRE
img_619_fire.jpg,FIRE
img_620_fire.jpg,FIRE
img_621_nofire.jpg,NOFIRE
img_62_nofire.jpg,NOFIRE
img_679_nofire.jpg,NOFIRE
img_680_nofire.jpg,NOFIRE
img_702_nofire.jpg,NOFIRE
img_734_nofire.jpg,NOFIRE
img_75_nofire.jpg,NOFIRE
img_76_nofire.jpg,NOFIRE
img_780_nofire.jpg,NOFIRE
img_795_nofire.jpg,NOFIRE
img_797_nofire.jpg,NOFIRE
img_80_fire.jpg,FIRE
img_86_fire.jpg,FIRE
img_88_fire.jpg,FIRE
img_90_fire.jpg,FIRE
img_91_fire.jpg,FIRE
img_937_nofire.jpg,NOFIRE
img_93_fire.jpg,FIRE
img_941_nofire.jpg,NOFIRE
img_944_nofire.jpg,NOFIRE
img_94_fire.jpg,FIRE
img_958_nofire.jpg,NOFIRE
img_960_nofire.jpg,NOFIRE
img_96_fire.jpg,FIRE
img_989_nofire.jpg,NOFIRE
img_98_fire.jpg,FIRE
img_990_nofire.jpg,NOFIRE
img_99_fire.jpg,FIRE
smartforest-dev-ptz_20211025-132121_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-132221_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-132624_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-132725_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-132825_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133127_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133228_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133328_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133429_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133529_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133630_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-133731_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-134032_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-134133_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-134234_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-134334_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-134435_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-175418_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-175520_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-175621_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-175923_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-175955_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180005_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180016_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180037_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180048_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180109_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180120_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180130_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180141_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180151_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180212_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180233_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180244_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180254_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180305_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180326_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180337_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180347_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180358_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180408_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180429_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-180440_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-180451_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180501_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180512_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180522_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180605_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180615_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180647_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180657_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180708_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180719_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180729_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180740_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180750_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180801_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180812_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180822_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180833_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180843_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180926_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180936_fire.jpg,FIRE
smartforest-dev-ptz_20211025-180947_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181008_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181019_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181029_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181040_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181101_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181112_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181122_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181143_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181204_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181215_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181226_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181257_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181318_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181329_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181350_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181400_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181411_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181421_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181432_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181442_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181453_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181514_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181535_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181546_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181556_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181607_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181617_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181628_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181638_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181649_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181700_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181710_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181721_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181731_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181742_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181803_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181814_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181835_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181845_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181906_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181917_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181949_fire.jpg,FIRE
smartforest-dev-ptz_20211025-181959_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182010_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182020_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182053_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182104_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182114_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182125_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182146_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182157_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182207_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182228_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182239_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182250_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182311_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182321_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-182332_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182404_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182425_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182435_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182446_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182456_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182528_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182539_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182549_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182600_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182611_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182621_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182632_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182653_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182714_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182725_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182735_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182746_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182818_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182828_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182839_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182849_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182900_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182911_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182921_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182932_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182942_fire.jpg,FIRE
smartforest-dev-ptz_20211025-182953_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183005_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183016_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183026_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183037_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183047_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183058_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183109_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183151_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183201_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183212_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183233_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183254_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183315_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183326_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183336_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183347_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183358_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183409_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183419_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183430_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183451_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183501_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183512_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183544_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183615_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183636_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183647_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183658_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183708_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183750_fire.jpg,FIRE
smartforest-dev-ptz_20211025-183801_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183811_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183822_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183833_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183843_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183854_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183905_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183926_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183937_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183947_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-183958_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184009_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184019_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184040_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184101_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184123_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184133_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184144_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184154_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184205_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184215_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184226_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184236_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184247_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184257_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184308_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184319_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184329_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184350_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184401_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184412_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184422_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184433_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184443_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184515_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184527_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211025-184537_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143759_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143810_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143821_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143843_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143853_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143904_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143914_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-143946_fire.jpg,FIRE
smartforest-dev-ptz_20211026-143957_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144007_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144018_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144028_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144039_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144049_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144111_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144121_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144142_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144204_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144214_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144225_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144235_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144246_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144257_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144318_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144328_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144339_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144400_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144411_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144421_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144432_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144442_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144453_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144504_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144514_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-144525_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144535_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144546_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144556_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144701_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144714_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144724_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144735_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144745_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144756_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144806_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144817_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144827_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144838_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144849_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144859_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144920_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144931_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144942_fire.jpg,FIRE
smartforest-dev-ptz_20211026-144952_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145013_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145025_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145047_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145057_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145108_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145152_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145202_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145213_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145234_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145245_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145255_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145306_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145316_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145327_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145348_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145409_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145420_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145430_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145441_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145452_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145502_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145513_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145524_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145534_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145546_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145610_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145621_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145653_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145704_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145715_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145736_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145757_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145808_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145818_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145829_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145850_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-145900_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145911_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145922_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145932_fire.jpg,FIRE
smartforest-dev-ptz_20211026-145943_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150004_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150015_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150025_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150036_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150046_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-150057_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-150118_nofire.jpg,NOFIRE
smartforest-dev-ptz_20211026-150129_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150139_fire.jpg,FIRE
smartforest-dev-ptz_20211026-150150_fire.jpg,FIRE
